lvl;cid;all;character_id;value_id;type;name;pos;count_chara;count_value;count_goods;count_sub;filter_status;filter_id;filter_name;filter_pos
;31;;43;2724;value;2.0;;;;4;;;;;
;31;;43;49;value;2.2;;;;4;;;;;
;31;;43;2728;value;2.35;;;;1;;;;;
;31;;43;2729;value;2.44;;;;1;;;;;
;31;;43;1126;value;2.05;;;;2;;;;;
;31;;43;2732;value;2.28;;;;1;;;;;
;31;;43;2735;value;2.48;;;;2;;;;;
;31;;43;818;value;2.7;;;;1;;;;;
;31;;43;2757;value;2,17;;;;1;;;;;
;31;;43;2760;value;2,9;;;;1;;;;;
;31;;43;3310;value;2.31;;;;1;;;;;
;31;;45;;character;Ширина;;;12;26;;1;115;Ширина;30
;31;;45;624;value;1,45;;;;3;;;;;
;31;;45;614;value;1.45;;;;3;;;;;
;31;;45;2306;value;1.38;;;;9;;;;;
;31;;45;2610;value;1,36;;;;1;;;;;
;31;;45;2701;value;1,43;;;;2;;;;;
;31;;45;634;value;1.58;;;;1;;;;;
;31;;45;150;value;1.36;;;;2;;;;;
;31;;45;1295;value;1.6;;;;1;;;;;
;31;;45;354;value;1.62;;;;1;;;;;
;31;;45;196;value;1.9;;;;1;;;;;
;31;;45;301;value;1.64;;;;1;;;;;
;31;;45;113;value;1.7;;;;1;;;;;
;31;;44;;character;Ширина кокпита;;;11;26;;1;116;Ширина кокпита;30
;31;;44;623;value;0,65;;;;3;;;;;
;31;;44;189;value;0.65;;;;2;;;;;
;31;;44;2307;value;0.58;;;;9;;;;;
;31;;44;2611;value;0,56;;;;1;;;;;
;31;;44;2702;value;0,63;;;;2;;;;;
;31;;44;2162;value;0.63;;;;1;;;;;
;31;;44;1019;value;0.68;;;;2;;;;;
;31;;44;2612;value;0.56;;;;2;;;;;
;31;;44;1312;value;0.74;;;;2;;;;;
;31;;44;487;value;0.9;;;;1;;;;;
;31;;44;299;value;0.79;;;;1;;;;;
;31;;5;;character;Количество отсеков плавучести;;;5;26;;0;;;
;31;;5;151;value;3+1;;;;13;;;;;
;31;;5;1628;value;3 + дно;;;;2;;;;;
;31;;5;378;value;2;;;;9;;;;;
;31;;5;943;value;4+1;;;;1;;;;;
;31;;5;2761;value;5+1;;;;1;;;;;
;31;;40;;character;Тип;;;1;25;;0;;;
;31;;40;145;value;надувная ПВХ;;;;25;;;;;
;31;;11;;character;Тип днища;;;2;26;;1;117;Тип днища;30
;31;;11;11;value;килевое;;;;17;;;;;
;31;;11;542;value;плоское;;;;9;;;;;
;31;;6;;character;Тип пайола;;;3;26;;1;118;Тип пайола;30
;31;;6;154;value;фанерный: на профиле;;;;13;;;;;
;31;;6;6;value;НДНД;;;;4;;;;;
;31;;6;536;value;фанерный: слань;;;;9;;;;;
;31;;83;;character;Толщина пайола;;;2;21;;0;;;
;31;;83;153;value;9 мм;;;;18;;;;;
;31;;83;128;value;12 мм;;;;3;;;;;
;31;;82;;character;Наличие стрингера;;;3;21;;0;;;
;31;;82;127;value;есть;;;;11;;;;;
;31;;82;2309;value;-;;;;1;;;;;
;31;;82;155;value;нет;;;;9;;;;;
;31;;38;;character;Плотность ткани ПВХ на баллоне;;;4;26;;0;;;
;31;;38;190;value;850;;;;10;;;;;
;31;;38;379;value;750;;;;5;;;;;
;31;;38;2146;value;620;;;;8;;;;;
;31;;38;156;value;900;;;;3;;;;;
;31;;79;;character;Плотность ткани ПВХ на днище;;;7;26;;0;;;
;31;;79;191;value;850;;;;7;;;;;
;31;;79;476;value;1100;;;;2;;;;;
;31;;79;380;value;750;;;;5;;;;;
;31;;79;2147;value;620;;;;8;;;;;
;31;;79;157;value;900;;;;2;;;;;
;31;;79;1311;value;1200;;;;1;;;;;
;31;;79;194;value;1050;;;;1;;;;;
;31;;9;;character;Тип крепления сиденья;;;4;26;;1;119;Тип крепления сиденья;30
;31;;9;1043;value;передвижной;;;;2;;;;;
;31;;9;1551;value;ликтрос-ликпаз;;;;3;;;;;
;31;;9;46;value;передвижные;;;;15;;;;;
;31;;9;1232;value;передвижное;;;;6;;;;;
;31;;10;;character;Вид транца;;;3;25;;0;;;
;31;;10;10;value;стационарный;;;;16;;;;;
;31;;10;552;value;навесной;;;;5;;;;;
;31;;10;371;value;нет;;;;4;;;;;
;31;;7;;character;Количество упаковочных сумок;;;2;26;;0;;;
;31;;7;119;value;2;;;;13;;;;;
;31;;7;7;value;1;;;;13;;;;;
;31;;8;;character;Серия;;;7;27;;1;120;Серия;30
;31;;8;1044;value;Classic;;;;5;;;;;
;31;;8;1249;value;Гребная серия;;;;10;;;;;
;31;;8;1630;value;Серия НДНД;;;;4;;;;;
;31;;8;1723;value;Легкомоторные;;;;2;;;;;
;31;;8;2703;value;Sport;;;;4;;;;;
;31;;8;2733;value;Comfort;;;;1;;;;;
;31;;8;2738;value;Мореходная;;;;1;;;;;
;31;;84;;character;Толщина транца;;;2;15;;0;;;
;31;;84;188;value;18;;;;10;;;;;
;31;;84;203;value;27;;;;5;;;;;
;31;;37;;character;Высота транца;;;1;7;;0;;;
;31;;37;1313;value;0.381;;;;7;;;;;
;31;;12;;character;Наличие киля;;;1;1;;0;;;
;31;;12;2308;value;-;;;;1;;;;;
2;27;0;;;category;Prof Marin;0;26;148;28;0;11;;;
;27;;11;;character;Тип днища;;;2;19;;1;64;Тип днища;30
;27;;11;11;value;килевое;;;;16;;;;;
;27;;11;542;value;плоское;;;;3;;;;;
;27;;6;;character;Тип пайола;;;2;19;;1;65;Тип пайола;30
;27;;6;6;value;НДНД;;;;12;;;;;
;27;;6;154;value;фанерный: на профиле;;;;7;;;;;
;27;;44;;character;Ширина кокпита;;;9;19;;1;66;Ширина кокпита;30
;27;;44;1198;value;0,76;;;;1;;;;;
;27;;44;2441;value;0.76;;;;7;;;;;
;27;;44;50;value;0.8;;;;2;;;;;
;27;;44;2892;value;0.66;;;;3;;;;;
;27;;44;1312;value;0.74;;;;1;;;;;
;27;;44;3102;value;0.77;;;;1;;;;;
;27;;44;227;value;0.85;;;;2;;;;;
;27;;44;1548;value;0.96;;;;1;;;;;
;27;;44;3447;value;96;;;;1;;;;;
;27;;43;;character;Длина кокпита;;;17;19;;1;67;Длина кокпита;30
;27;;43;1199;value;2,55;;;;1;;;;;
;27;;43;2442;value;2.15;;;;2;;;;;
;27;;43;116;value;2.4;;;;1;;;;;
;27;;43;2655;value;2.06;;;;1;;;;;
;27;;43;3049;value;2.20;;;;1;;;;;
;27;;43;1724;value;1.85;;;;1;;;;;
;27;;43;206;value;1.95;;;;1;;;;;
;27;;43;3100;value;2.13;;;;1;;;;;
;27;;43;1271;value;2.3;;;;1;;;;;
;27;;43;478;value;2.6;;;;1;;;;;
;27;;43;3107;value;2.8;;;;1;;;;;
;27;;43;3110;value;3.02;;;;1;;;;;
;27;;43;2159;value;2.85;;;;1;;;;;
;27;;43;2923;value;2.55;;;;1;;;;;
;27;;43;2728;value;2.35;;;;2;;;;;
;27;;43;489;value;2.75;;;;1;;;;;
;27;;43;3445;value;3,05;;;;1;;;;;
;27;;46;;character;Длина;;;16;19;;1;68;Длина;30
;27;;46;1200;value;3,7;;;;1;;;;;
;27;;46;52;value;3.3;;;;2;;;;;
;27;;46;204;value;3.6;;;;1;;;;;
;27;;46;605;value;3.00;;;;1;;;;;
;27;;46;2462;value;3.20;;;;1;;;;;
;27;;46;603;value;2.80;;;;1;;;;;
;27;;46;1415;value;3;;;;1;;;;;
;27;;46;180;value;3.2;;;;1;;;;;
;27;;46;297;value;3.4;;;;1;;;;;
;27;;46;121;value;3.8;;;;1;;;;;
;27;;46;3106;value;4;;;;2;;;;;
;27;;46;1618;value;4.5;;;;1;;;;;
;27;;46;1227;value;3.7;;;;1;;;;;
;27;;46;1802;value;3.5;;;;2;;;;;
;27;;46;900;value;3.9;;;;1;;;;;
;27;;46;3444;value;4,5;;;;1;;;;;
;27;;45;;character;Ширина;;;10;19;;1;69;Ширина;30
;27;;45;1201;value;1,7;;;;1;;;;;
;27;;45;113;value;1.7;;;;6;;;;;
;27;;45;3018;value;1.75;;;;2;;;;;
;27;;45;2569;value;1.47;;;;2;;;;;
;27;;45;2306;value;1.38;;;;1;;;;;
;27;;45;354;value;1.62;;;;2;;;;;
;27;;45;3101;value;1.71;;;;1;;;;;
;27;;45;196;value;1.9;;;;2;;;;;
;27;;45;3121;value;2;;;;1;;;;;
;27;;45;3446;value;2,05;;;;1;;;;;
;27;;47;;character;Пассажировместимость;;;6;19;;1;70;Пассажировместимость;30
;27;;47;165;value;5;;;;9;;;;;
;27;;47;53;value;4;;;;3;;;;;
;27;;47;583;value;2;;;;2;;;;;
;27;;47;74;value;3;;;;3;;;;;
;27;;47;118;value;6;;;;1;;;;;
;27;;47;484;value;7;;;;1;;;;;
;27;;36;;character;Диаметр баллона;;;10;19;;0;;;
;27;;36;1202;value;4,7;;;;1;;;;;
;27;;36;223;value;0.47;;;;5;;;;;
;27;;36;120;value;0.45;;;;3;;;;;
;27;;36;3045;value;0.390;;;;1;;;;;
;27;;36;303;value;0.39;;;;2;;;;;
;27;;36;708;value;0.43;;;;2;;;;;
;27;;36;485;value;0.5;;;;2;;;;;
;27;;36;728;value;0.55;;;;1;;;;;
;27;;36;3395;value;0,47;;;;1;;;;;
;27;;36;3443;value;0,55;;;;1;;;;;
;27;;1;;character;Вес;;;15;19;;0;;;
;27;;1;1203;value;58;;;;2;;;;;
;27;;1;2443;value;47;;;;1;;;;;
;27;;1;1225;value;62;;;;2;;;;;
;27;;1;3043;value;28,50;;;;1;;;;;
;27;;1;2768;value;30;;;;1;;;;;
;27;;1;3051;value;27;;;;1;;;;;
;27;;1;3099;value;50;;;;2;;;;;
;27;;1;1435;value;54;;;;2;;;;;
;27;;1;3103;value;68;;;;1;;;;;
;27;;1;3105;value;89;;;;1;;;;;
;27;;1;3108;value;95;;;;1;;;;;
;27;;1;3123;value;60;;;;1;;;;;
;27;;1;3125;value;56;;;;1;;;;;
;27;;1;1040;value;43;;;;1;;;;;
;27;;1;3442;value;65;;;;1;;;;;
;27;;48;;character;Максимальная мощность подвесного мотора;;;9;18;;1;71;Максимальная мощность подвесного мотора;30
;27;;48;202;value;25;;;;3;;;;;
;27;;48;54;value;15;;;;3;;;;;
;27;;48;182;value;8;;;;1;;;;;
;27;;48;209;value;10;;;;2;;;;;
;27;;48;305;value;5;;;;1;;;;;
;27;;48;471;value;20;;;;1;;;;;
;27;;48;115;value;30;;;;4;;;;;
;27;;48;1812;value;35;;;;1;;;;;
;27;;48;1011;value;18;;;;2;;;;;
;27;;49;;character;Грузоподъемность;;;15;19;;1;72;Грузоподъемность;30
;27;;49;1204;value;780;;;;2;;;;;
;27;;49;1010;value;560;;;;2;;;;;
;27;;49;2531;value;620;;;;1;;;;;
;27;;49;3044;value;360;;;;1;;;;;
;27;;49;1254;value;370;;;;2;;;;;
;27;;49;306;value;350;;;;1;;;;;
;27;;49;613;value;400;;;;1;;;;;
;27;;49;2290;value;600;;;;1;;;;;
;27;;49;3104;value;680;;;;2;;;;;
;27;;49;1226;value;850;;;;1;;;;;
;27;;49;3109;value;900;;;;1;;;;;
;27;;49;3124;value;910;;;;1;;;;;
;27;;49;207;value;550;;;;1;;;;;
;27;;49;3396;value;880;;;;1;;;;;
;27;;49;2737;value;1000;;;;1;;;;;
;27;;41;;character;Размер упаковки;;;7;8;;0;;;
;27;;41;1205;value;1170х730х400;;;;1;;;;;
;27;;41;2440;value;1150х730х400;;;;2;;;;;
;27;;41;3020;value;"лодка: 1200х600х300; пайол:1000х740х100";;;;1;;;;;
;27;;41;3047;value;1000х580х270;;;;1;;;;;
;27;;41;3050;value;1000х520х340;;;;1;;;;;
;27;;41;3052;value;950х560х220;;;;1;;;;;
;27;;41;3394;value;1180х760х430;;;;1;;;;;
;27;;8;;character;Серия;;;4;25;;1;73;Серия;30
;27;;8;2439;value;НДНД FB;;;;5;;;;;
;27;;8;897;value;НДНД;;;;10;;;;;
;27;;8;1044;value;Classic;;;;7;;;;;
;27;;8;3048;value;Economic;;;;3;;;;;
;27;;38;;character;Плотность ткани ПВХ на баллоне;;;4;14;;0;;;
;27;;38;156;value;900;;;;2;;;;;
;27;;38;190;value;850;;;;3;;;;;
;27;;38;41;value;1100;;;;7;;;;;
;27;;38;2061;value;1200;;;;2;;;;;
;27;;5;;character;Количество отсеков плавучести;;;4;14;;0;;;
;27;;5;3019;value;3+1(киль);;;;1;;;;;
;27;;5;3046;value;3+дно;;;;6;;;;;
;27;;5;151;value;3+1;;;;4;;;;;
;27;;5;943;value;4+1;;;;3;;;;;
;27;;83;;character;Толщина пайола;;;2;2;;0;;;
;27;;83;2483;value;12мм;;;;1;;;;;
;27;;83;153;value;9 мм;;;;1;;;;;
;27;;82;;character;Наличие стрингера;;;1;7;;0;;;
;27;;82;127;value;есть;;;;7;;;;;
;27;;10;;character;Вид транца;;;1;13;;0;;;
;27;;10;10;value;стационарный;;;;13;;;;;
;27;;7;;character;Количество упаковочных сумок;;;2;10;;0;;;
;27;;7;119;value;2;;;;7;;;;;
;27;;7;7;value;1;;;;3;;;;;
;27;;9;;character;Тип крепления сиденья;;;3;14;;1;74;Тип крепления сиденья;30
;27;;9;1551;value;ликтрос-ликпаз;;;;7;;;;;
;27;;9;46;value;передвижные;;;;6;;;;;
;27;;9;3441;value;ликтрос-ликпаз;;;;1;;;;;
;27;;37;;character;Высота транца;;;2;11;;0;;;
;27;;37;3021;value;S (380мм);;;;1;;;;;
;27;;37;1233;value;S;;;;10;;;;;
;27;;79;;character;Плотность ткани ПВХ на днище;;;3;10;;0;;;
;27;;79;191;value;850;;;;3;;;;;
;27;;79;476;value;1100;;;;5;;;;;
;27;;79;1311;value;1200;;;;2;;;;;
;27;;345;;character;Плотность ткани ПВХ днища;;;1;2;;0;;;
;27;;345;3122;value;1100;;;;2;;;;;
;27;;40;;character;Тип;;;1;4;;0;;;
;27;;40;145;value;надувная ПВХ;;;;4;;;;;
;27;;84;;character;Толщина транца;;;1;1;;0;;;
;27;;84;203;value;27;;;;1;;;;;
;27;;12;;character;Наличие киля;;;1;1;;0;;;
;27;;12;12;value;есть;;;;1;;;;;
2;28;0;;;category;SOLAR;0;23;78;41;0;11;;;
;28;;5;;character;Количество отсеков плавучести;;;1;111;;0;;;
;28;;5;5;value;4;;;;111;;;;;
;28;;6;;character;Тип пайола;;;1;111;;1;75;Тип пайола;30
;28;;6;6;value;НДНД;;;;111;;;;;
;28;;7;;character;Количество упаковочных сумок;;;1;111;;0;;;
;28;;7;7;value;1;;;;111;;;;;
;28;;8;;character;Серия;;;2;111;;1;76;Серия;30
;28;;8;8;value;Максима;;;;64;;;;;
;28;;8;1300;value;Оптима;;;;47;;;;;
;28;;9;;character;Тип крепления сиденья;;;3;111;;1;77;Тип крепления сиденья;30
;28;;9;9;value;сдвижное;;;;50;;;;;
;28;;9;1301;value;ликторс-ликпаз;;;;11;;;;;
;28;;9;1551;value;ликтрос-ликпаз;;;;50;;;;;
;28;;10;;character;Вид транца;;;1;111;;0;;;
;28;;10;10;value;стационарный;;;;111;;;;;
;28;;11;;character;Тип днища;;;2;111;;1;78;Тип днища;30
;28;;11;11;value;килевое;;;;50;;;;;
;28;;11;1306;value;НДНД;;;;61;;;;;
;28;;12;;character;Наличие киля;;;2;111;;0;;;
;28;;12;12;value;есть;;;;50;;;;;
;28;;12;1307;value;+;;;;61;;;;;
;28;;77;;character;Вес комплекта;;;6;72;;0;;;
;28;;77;898;value;50;;;;11;;;;;
;28;;77;1309;value;47;;;;11;;;;;
;28;;77;2293;value;58;;;;14;;;;;
;28;;77;2620;value;77;;;;14;;;;;
;28;;77;2740;value;49;;;;11;;;;;
;28;;77;2519;value;46;;;;11;;;;;
;28;;40;;character;Тип;;;1;61;;0;;;
;28;;40;145;value;надувная ПВХ;;;;61;;;;;
;28;;43;;character;Длина кокпита;;;7;82;;1;79;Длина кокпита;30
;28;;43;1299;value;2,40;;;;11;;;;;
;28;;43;1310;value;2.10;;;;11;;;;;
;28;;43;2287;value;2,65;;;;14;;;;;
;28;;43;2621;value;3,25;;;;14;;;;;
;28;;43;2834;value;2,10;;;;11;;;;;
;28;;43;3212;value;1,95;;;;11;;;;;
;28;;43;116;value;2.4;;;;10;;;;;
;28;;47;;character;Пассажировместимость;;;3;82;;1;80;Пассажировместимость;30
;28;;47;74;value;3;;;;57;;;;;
;28;;47;118;value;6;;;;14;;;;;
;28;;47;583;value;2;;;;11;;;;;
;28;;79;;character;Плотность ткани ПВХ на днище;;;4;82;;0;;;
;28;;79;157;value;900;;;;47;;;;;
;28;;79;1311;value;1200;;;;11;;;;;
;28;;79;216;value;1000;;;;14;;;;;
;28;;79;3473;value;950+900+640 гр\м. Valmex (Чехия);;;;10;;;;;
;28;;44;;character;Ширина кокпита;;;7;82;;1;81;Ширина кокпита;30
;28;;44;1302;value;0,80;;;;11;;;;;
;28;;44;1312;value;0.74;;;;11;;;;;
;28;;44;2288;value;0,81;;;;14;;;;;
;28;;44;2622;value;0,85;;;;14;;;;;
;28;;44;2835;value;0,74;;;;11;;;;;
;28;;44;3213;value;0,73;;;;11;;;;;
;28;;44;50;value;0.8;;;;10;;;;;
;28;;37;;character;Высота транца;;;2;72;;0;;;
;28;;37;1303;value;0.381 (S);;;;61;;;;;
;28;;37;1313;value;0.381;;;;11;;;;;
;28;;45;;character;Ширина;;;7;82;;1;82;Ширина;30
;28;;45;1304;value;1,70;;;;11;;;;;
;28;;45;1314;value;1.66;;;;11;;;;;
;28;;45;2289;value;1,75;;;;14;;;;;
;28;;45;2623;value;1,85;;;;14;;;;;
;28;;45;2836;value;1,66;;;;11;;;;;
;28;;45;3214;value;1,55;;;;11;;;;;
;28;;45;113;value;1.7;;;;10;;;;;
;28;;38;;character;Плотность ткани ПВХ на баллоне;;;3;82;;0;;;
;28;;38;156;value;900;;;;44;;;;;
;28;;38;222;value;1000;;;;28;;;;;
;28;;38;3474;value;950 гр\м Valmex (Чехия);;;;10;;;;;
;28;;49;;character;Грузоподъемность;;;5;82;;1;83;Грузоподъемность;30
;28;;49;820;value;500;;;;21;;;;;
;28;;49;55;value;450;;;;22;;;;;
;28;;49;2290;value;600;;;;14;;;;;
;28;;49;125;value;800;;;;14;;;;;
;28;;49;613;value;400;;;;11;;;;;
;28;;46;;character;Длина;;;8;84;;1;84;Длина;30
;28;;46;1305;value;3,50;;;;11;;;;;
;28;;46;52;value;3.3;;;;11;;;;;
;28;;46;2291;value;3,80;;;;14;;;;;
;28;;46;2624;value;4,50;;;;14;;;;;
;28;;46;2837;value;3,30;;;;11;;;;;
;28;;46;3215;value;3,10;;;;11;;;;;
;28;;46;1802;value;3.5;;;;10;;;;;
;28;;46;121;value;3.8;;;;2;;;;;
;28;;48;;character;Максимальная мощность подвесного мотора;;;3;82;;1;85;Максимальная мощность подвесного мотора;30
;28;;48;54;value;15;;;;54;;;;;
;28;;48;471;value;20;;;;14;;;;;
;28;;48;732;value;40;;;;14;;;;;
;28;;36;;character;Диаметр баллона;;;3;72;;0;;;
;28;;36;120;value;0.45;;;;47;;;;;
;28;;36;485;value;0.5;;;;14;;;;;
;28;;36;39;value;0.42;;;;11;;;;;
;28;;80;;character;Размер сумки с лодкой;;;5;72;;0;;;
;28;;80;1308;value;1,10х0,5х0,35;;;;11;;;;;
;28;;80;1315;value;1,10х0,45х0,35;;;;11;;;;;
;28;;80;2292;value;1,15х0,55х0,35;;;;14;;;;;
;28;;80;2625;value;1,30х0,55/0,55;;;;14;;;;;
;28;;80;2838;value;1,10х0,50х0,40;;;;22;;;;;
;28;;1;;character;Вес;;;1;10;;0;;;
;28;;1;2954;value;52;;;;10;;;;;
2;30;0;;;category;Флагман;0;21;129;20;0;12;;;
;30;;1;;character;Вес;;;16;20;;0;;;
;30;;1;1414;value;26.3;;;;1;;;;;
;30;;1;1491;value;26.2;;;;1;;;;;
;30;;1;1767;value;28;;;;2;;;;;
;30;;1;2461;value;38;;;;1;;;;;
;30;;1;838;value;59;;;;2;;;;;
;30;;1;2656;value;25;;;;2;;;;;
;30;;1;2668;value;48;;;;2;;;;;
;30;;1;2670;value;45;;;;1;;;;;
;30;;1;2673;value;55;;;;1;;;;;
;30;;1;2687;value;21;;;;1;;;;;
;30;;1;2090;value;35;;;;1;;;;;
;30;;1;2691;value;32;;;;1;;;;;
;30;;1;2786;value;39;;;;1;;;;;
;30;;1;990;value;26;;;;1;;;;;
;30;;1;2772;value;36;;;;1;;;;;
;30;;1;3390;value;53;;;;1;;;;;
;30;;48;;character;Максимальная мощность подвесного мотора;;;8;18;;1;97;Максимальная мощность подвесного мотора;30
;30;;48;595;value;3.5;;;;2;;;;;
;30;;48;149;value;6;;;;4;;;;;
;30;;48;209;value;10;;;;3;;;;;
;30;;48;202;value;25;;;;2;;;;;
;30;;48;1011;value;18;;;;2;;;;;
;30;;48;471;value;20;;;;3;;;;;
;30;;48;54;value;15;;;;1;;;;;
;30;;48;115;value;30;;;;1;;;;;
;30;;49;;character;Грузоподъемность;;;8;20;;1;98;Грузоподъемность;30
;30;;49;548;value;220;;;;6;;;;;
;30;;49;820;value;500;;;;3;;;;;
;30;;49;1226;value;850;;;;2;;;;;
;30;;49;899;value;750;;;;2;;;;;
;30;;49;613;value;400;;;;3;;;;;
;30;;49;168;value;650;;;;1;;;;;
;30;;49;1334;value;300;;;;2;;;;;
;30;;49;3391;value;850 кг;;;;1;;;;;
;30;;47;;character;Пассажировместимость;;;7;20;;1;99;Пассажировместимость;30
;30;;47;583;value;2;;;;8;;;;;
;30;;47;74;value;3;;;;4;;;;;
;30;;47;945;value;8;;;;1;;;;;
;30;;47;53;value;4;;;;3;;;;;
;30;;47;165;value;5;;;;2;;;;;
;30;;47;118;value;6;;;;1;;;;;
;30;;47;2127;value;10;;;;1;;;;;
;30;;36;;character;Диаметр баллона;;;7;18;;1;100;Диаметр баллона;30
;30;;36;184;value;0.4;;;;4;;;;;
;30;;36;1768;value;0.46;;;;7;;;;;
;30;;36;1110;value;0.40;;;;1;;;;;
;30;;36;197;value;0.48;;;;3;;;;;
;30;;36;223;value;0.47;;;;1;;;;;
;30;;36;3127;value;48;;;;1;;;;;
;30;;36;708;value;0.43;;;;1;;;;;
;30;;46;;character;Длина;;;11;20;;1;101;Длина;30
;30;;46;1415;value;3;;;;4;;;;;
;30;;46;551;value;2.8;;;;4;;;;;
;30;;46;2462;value;3.20;;;;1;;;;;
;30;;46;2465;value;3.80;;;;1;;;;;
;30;;46;1802;value;3.5;;;;2;;;;;
;30;;46;121;value;3.8;;;;2;;;;;
;30;;46;180;value;3.2;;;;2;;;;;
;30;;46;204;value;3.6;;;;1;;;;;
;30;;46;52;value;3.3;;;;1;;;;;
;30;;46;2930;value;3.50;;;;1;;;;;
;30;;46;3409;value;4.20;;;;1;;;;;
;30;;43;;character;Длина кокпита;;;13;20;;1;102;Длина кокпита;30
;30;;43;1416;value;0.22;;;;1;;;;;
;30;;43;1492;value;2;;;;2;;;;;
;30;;43;586;value;1.84;;;;2;;;;;
;30;;43;1773;value;2.60;;;;1;;;;;
;30;;43;2466;value;3.20;;;;1;;;;;
;30;;43;195;value;2.5;;;;2;;;;;
;30;;43;2674;value;2.68;;;;2;;;;;
;30;;43;49;value;2.2;;;;3;;;;;
;30;;43;2787;value;2.58;;;;1;;;;;
;30;;43;1126;value;2.05;;;;2;;;;;
;30;;43;1271;value;2.3;;;;1;;;;;
;30;;43;3392;value;2.66;;;;1;;;;;
;30;;43;3410;value;3.60;;;;1;;;;;
;30;;45;;character;Ширина;;;7;20;;1;103;Ширина;30
;30;;45;183;value;1.5;;;;8;;;;;
;30;;45;1769;value;1.50;;;;1;;;;;
;30;;45;1020;value;1.52;;;;1;;;;;
;30;;45;720;value;1.77;;;;5;;;;;
;30;;45;301;value;1.64;;;;2;;;;;
;30;;45;2788;value;1.68;;;;1;;;;;
;30;;45;3053;value;1.485;;;;2;;;;;
;30;;44;;character;Ширина кокпита;;;7;20;;1;104;Ширина кокпита;30
;30;;44;598;value;0.7;;;;4;;;;;
;30;;44;546;value;0.62;;;;5;;;;;
;30;;44;355;value;0.72;;;;3;;;;;
;30;;44;2467;value;0.91;;;;3;;;;;
;30;;44;2675;value;0.78;;;;2;;;;;
;30;;44;2441;value;0.76;;;;1;;;;;
;30;;44;3054;value;0.605;;;;2;;;;;
;30;;5;;character;Количество отсеков плавучести;;;3;20;;0;;;
;30;;5;1123;value;2+1;;;;4;;;;;
;30;;5;151;value;3+1;;;;12;;;;;
;30;;5;1628;value;3 + дно;;;;4;;;;;
;30;;40;;character;Тип;;;1;20;;0;;;
;30;;40;145;value;надувная ПВХ;;;;20;;;;;
;30;;11;;character;Тип днища;;;2;20;;1;105;Тип днища;30
;30;;11;542;value;плоское;;;;4;;;;;
;30;;11;11;value;килевое;;;;16;;;;;
;30;;6;;character;Тип пайола;;;1;20;;1;106;Тип пайола;30
;30;;6;6;value;НДНД;;;;20;;;;;
;30;;38;;character;Плотность ткани ПВХ на баллоне;;;4;20;;0;;;
;30;;38;379;value;750;;;;7;;;;;
;30;;38;190;value;850;;;;9;;;;;
;30;;38;193;value;1050;;;;3;;;;;
;30;;38;2061;value;1200;;;;1;;;;;
;30;;79;;character;Плотность ткани ПВХ на днище;;;4;19;;0;;;
;30;;79;380;value;750;;;;7;;;;;
;30;;79;191;value;850;;;;7;;;;;
;30;;79;194;value;1050;;;;4;;;;;
;30;;79;1311;value;1200;;;;1;;;;;
;30;;9;;character;Тип крепления сиденья;;;4;20;;1;107;Тип крепления сиденья;30
;30;;9;1043;value;передвижной;;;;4;;;;;
;30;;9;1232;value;передвижное;;;;11;;;;;
;30;;9;1551;value;ликтрос-ликпаз;;;;4;;;;;
;30;;9;46;value;передвижные;;;;1;;;;;
;30;;10;;character;Вид транца;;;2;18;;0;;;
;30;;10;552;value;навесной;;;;2;;;;;
;30;;10;10;value;стационарный;;;;16;;;;;
;30;;7;;character;Количество упаковочных сумок;;;1;20;;0;;;
;30;;7;7;value;1;;;;20;;;;;
;30;;41;;character;Размер упаковки;;;17;20;;0;;;
;30;;41;1417;value;0.85 х 0.45 х 0.35;;;;4;;;;;
;30;;41;1771;value;0.9 х 0.45 х 0.37;;;;1;;;;;
;30;;41;2464;value;1.10*0.50*0.35;;;;1;;;;;
;30;;41;2468;value;1.20*0.60*0.45;;;;1;;;;;
;30;;41;2669;value;1.1 х 0.53 х 0.32;;;;1;;;;;
;30;;41;2671;value;0.95 х 0.5 х 0.3;;;;1;;;;;
;30;;41;2676;value;1.1 х 0.55 х 0.34;;;;1;;;;;
;30;;41;2688;value;0.9 х 0.45 х 0.36;;;;1;;;;;
;30;;41;2689;value;0.95 х 0.45 х 0.45;;;;1;;;;;
;30;;41;2692;value;0.95 х 0.43 х 0.4 м;;;;1;;;;;
;30;;41;2789;value;1.1 х 0.6 х 0.45;;;;1;;;;;
;30;;41;3055;value;0.8 х 0.28 х 0.28;;;;1;;;;;
;30;;41;3112;value;0.8 х 0.28 х 0.25;;;;1;;;;;
;30;;41;3128;value;1.05 х 0.5 х 0.3;;;;1;;;;;
;30;;41;3129;value;1.06 х 0.57 х 0.4;;;;1;;;;;
;30;;41;3393;value;1.20*0.60*0.40;;;;1;;;;;
;30;;41;3411;value;1.20*0.60*0.50;;;;1;;;;;
;30;;8;;character;Серия;;;4;16;;1;108;Серия;30
;30;;8;1418;value;Гребные;;;;4;;;;;
;30;;8;205;value;Моторные;;;;5;;;;;
;30;;8;2672;value;Моторные легкие;;;;5;;;;;
;30;;8;2790;value;Малая килеватость;;;;2;;;;;
;30;;37;;character;Высота транца;;;2;16;;0;;;
;30;;37;1770;value;0.42;;;;12;;;;;
;30;;37;2463;value;381 (S);;;;4;;;;;
2;24;0;;;category;Афалина;0;14;47;9;0;7;;;
